categorical_accuracy,loss,precision,recall,val_categorical_accuracy,val_loss,val_precision,val_recall,learning_rate
0.9022856950759888,0.25812381505966187,0.9134897589683533,0.8899999856948853,0.8582887649536133,0.35743942856788635,0.8666666746139526,0.8516042828559875,8.000000889296643e-06
0.9002857208251953,0.2716912031173706,0.9091970920562744,0.8897143006324768,0.8622994422912598,0.3568822741508484,0.8690313696861267,0.8516042828559875,8.000000889296643e-06
0.8948571681976318,0.2789061665534973,0.9066901206970215,0.8828571438789368,0.8609625697135925,0.3438389301300049,0.8678473830223083,0.8516042828559875,8.000000889296643e-06
0.8954285979270935,0.27207377552986145,0.9056548476219177,0.8831428289413452,0.8636363744735718,0.34119388461112976,0.8731241226196289,0.855614960193634,8.000000889296643e-06
0.8982856869697571,0.27000731229782104,0.9074235558509827,0.8905714154243469,0.866310179233551,0.3411564528942108,0.8739837408065796,0.8622994422912598,8.000000889296643e-06
0.8960000276565552,0.2711957097053528,0.9097568392753601,0.8871428370475769,0.8676470518112183,0.34366387128829956,0.872455894947052,0.8596256971359253,1.6000001323845936e-06
0.904285728931427,0.26715001463890076,0.9126383066177368,0.8954285979270935,0.864973247051239,0.3459055423736572,0.8682065010070801,0.8542780876159668,1.6000001323845936e-06
0.9020000100135803,0.2568717896938324,0.9119110107421875,0.8902857303619385,0.8703208565711975,0.34423384070396423,0.872455894947052,0.8596256971359253,1.6000001323845936e-06
0.8962857127189636,0.27140533924102783,0.9078677892684937,0.8868571519851685,0.8716577291488647,0.34686797857284546,0.873641312122345,0.8596256971359253,1.6000001323845936e-06
0.9011428356170654,0.27027904987335205,0.9135150909423828,0.8902857303619385,0.864973247051239,0.3461635708808899,0.8712736964225769,0.8596256971359253,1.6000001323845936e-06
